id,accepts_marketing,created_at,gender,first_name,last_name,email,phone_number,tax_exempt,order_count,total_spend,country,verified_email,new_vs_repeat,state
2515,no,2022-04-28,female,Brenda,Stewart,brendastewart@fakeshopify.com,025-435-4382x6076,yes,5,479.90802378238766,Chile,no,repeat,CA
2516,no,2022-03-12,male,John,Reynolds,johnreynolds@fakeshopify.com,001-019-848-0943x7670,yes,4,366.3419715667213,Yemen,yes,repeat,NJ
2517,yes,2022-02-04,male,David,Harris,davidharris@fakeshopify.com,118-145-2963,yes,0,0,Bosnia and Herzegovina,no,new,NY
2518,no,2022-04-28,female,Tina,Long,tinalong@fakeshopify.com,+1-123-514-0086x503,no,1,253.93278717270536,Iran,yes,new,MA
2519,no,2022-02-28,male,Jason,Foster,jasonfoster@fakeshopify.com,001-125-974-5617x9918,yes,9,1072.9144390946433,Saint Helena,yes,repeat,CA
2520,no,2022-01-22,female,Miranda,Castillo,mirandacastillo@fakeshopify.com,(363)520-3209x1128,no,7,356.65164854903776,Korea,no,repeat,TX
2521,no,2022-04-14,male,James,Jimenez,jamesjimenez@fakeshopify.com,001-935-675-3373,yes,9,936.4646977578336,Liberia,yes,repeat,OR
2522,yes,2022-04-24,female,Jessica,Stevens,jessicastevens@fakeshopify.com,001-489-165-9679,yes,0,0,Botswana,no,new,OR
2523,no,2022-02-23,male,Jeremy,Davis,jeremydavis@fakeshopify.com,550.050.6261x647,no,5,340.2282844112042,Estonia,yes,repeat,CA
2524,no,2022-01-15,male,Max,Morrison,maxmorrison@fakeshopify.com,021-962-5030x8550,no,5,479.1419051240283,Paraguay,yes,repeat,OR
2525,no,2022-03-16,male,David,Sanchez,davidsanchez@fakeshopify.com,0252220234,yes,5,441.242725908233,Isle of Man,no,repeat,OR
2526,no,2022-04-09,female,Ashley,Hall,ashleyhall@fakeshopify.com,001-302-413-0887x794,yes,7,750.1328979678717,Madagascar,no,repeat,NJ
2527,no,2022-02-27,male,Dennis,Christian,dennischristian@fakeshopify.com,001-804-634-5275x4248,yes,7,499.16459041136414,Portugal,no,repeat,TX
2528,yes,2022-01-10,female,Megan,Rosales,meganrosales@fakeshopify.com,212-099-7613x940,yes,7,382.7708549616599,Cambodia,yes,repeat,CA
2529,no,2022-01-23,female,Alicia,Mitchell,aliciamitchell@fakeshopify.com,620-406-5024x6195,no,5,388.28423157477965,Afghanistan,yes,repeat,CA
2530,no,2022-03-22,male,Eric,Wilson,ericwilson@fakeshopify.com,516-650-0388,no,6,575.3927851545234,Brunei Darussalam,yes,repeat,TX
2531,no,2022-05-12,male,Christopher,Peterson,christopherpeterson@fakeshopify.com,(103)740-5152,no,4,376.85584734772266,Kenya,yes,repeat,OR
2532,no,2022-02-19,male,John,Jordan,johnjordan@fakeshopify.com,476-813-1139x1664,yes,8,792.6994514843312,New Caledonia,yes,repeat,CA
2533,no,2022-04-22,female,Megan,Chen,meganchen@fakeshopify.com,(554)808-1361x21266,no,9,910.1736146697713,Zambia,yes,repeat,MA
2534,no,2022-03-20,female,Karen,Gill,karengill@fakeshopify.com,700.431.2946x025,no,1,269.8770348869118,France,no,new,MA
2535,no,2022-03-06,female,Jeanette,Barajas,jeanettebarajas@fakeshopify.com,229-485-9661x4968,no,4,414.59580789439417,Zambia,yes,repeat,NY
2536,no,2022-05-05,male,Nicholas,Ross,nicholasross@fakeshopify.com,917.659.5174x69597,yes,3,331.52085937290997,Malaysia,yes,repeat,MA
2537,no,2022-05-10,male,Brian,Thompson,brianthompson@fakeshopify.com,860.058.0993,no,5,350.4277856218241,Puerto Rico,no,repeat,CA
2538,no,2022-05-03,male,Allen,Williams,allenwilliams@fakeshopify.com,(847)652-1175x3206,no,9,1018.6842272704295,Palestinian Territory,yes,repeat,CA
2539,no,2022-03-15,male,Richard,Wilson,richardwilson@fakeshopify.com,+1-295-343-3125x25898,yes,8,865.3748224076003,Sri Lanka,no,repeat,NY
2540,no,2022-05-17,male,Robert,Gordon,robertgordon@fakeshopify.com,(445)927-5158x40968,yes,1,195.9737286241029,Colombia,no,new,CA
2541,no,2022-04-21,female,Angela,Reeves,angelareeves@fakeshopify.com,+1-967-162-1928x0186,no,9,876.7849360420286,Aruba,yes,repeat,MA
2542,yes,2022-04-26,male,Casey,Lee,caseylee@fakeshopify.com,(736)440-7239,no,1,165.68104624670065,Armenia,yes,new,NY
2543,no,2022-04-16,male,Scott,Murphy,scottmurphy@fakeshopify.com,+1-420-094-0842x363,no,9,763.4016770919264,Netherlands Antilles,yes,repeat,NY
2544,no,2022-03-05,male,Donald,Bailey,donaldbailey@fakeshopify.com,(821)332-7342,yes,2,147.3672679843118,Colombia,yes,repeat,OR
2545,no,2022-05-16,male,Joseph,Vasquez,josephvasquez@fakeshopify.com,001-880-490-1039x8259,no,1,318.0745548885138,Maldives,no,new,CA
2546,no,2022-02-21,male,Michael,Johnson,michaeljohnson@fakeshopify.com,139.773.5748x26550,no,3,212.82767875933433,Lebanon,yes,repeat,NJ
2547,no,2022-05-05,male,Daniel,King,danielking@fakeshopify.com,697-994-7732,no,4,631.4938804009926,Gambia,no,repeat,MA
2548,no,2022-01-16,male,Brent,Buchanan,brentbuchanan@fakeshopify.com,296-229-2279,no,3,165.88440050429372,Jersey,yes,repeat,TX
2549,no,2022-05-04,male,James,Pearson,jamespearson@fakeshopify.com,001-835-778-0116x8373,no,8,839.8415566181982,Guinea-Bissau,no,repeat,OR
2550,no,2022-01-10,male,Daniel,Aguilar,danielaguilar@fakeshopify.com,445.015.0398x373,yes,3,88.96478481264614,Sweden,yes,repeat,NJ
2551,no,2022-04-27,male,Joshua,Simmons,joshuasimmons@fakeshopify.com,984-409-2955x649,no,7,490.5617292418271,Uganda,no,repeat,NY
2552,no,2022-03-17,male,Mark,Leach,markleach@fakeshopify.com,493.957.9076x2996,yes,0,0,Vietnam,no,new,OR
2553,no,2022-01-30,male,Jeremy,Burgess,jeremyburgess@fakeshopify.com,990-734-5853,yes,3,239.6072901864067,Tajikistan,no,repeat,NY
2554,no,2022-01-03,female,Jill,Mccormick,jillmccormick@fakeshopify.com,647.019.1576x005,yes,4,511.91616916778116,Uzbekistan,no,repeat,TX
2555,no,2022-04-25,female,Lori,Taylor,loritaylor@fakeshopify.com,(597)554-4472,no,5,731.9857710219319,Norway,no,repeat,CA
2556,no,2022-03-20,male,Victor,Norton,victornorton@fakeshopify.com,(566)402-2455x8403,yes,7,692.1774953430253,Togo,yes,repeat,TX
2557,no,2022-02-16,male,David,Knight,davidknight@fakeshopify.com,(081)250-7884,no,4,625.7775609023863,Haiti,no,repeat,OR
2558,no,2022-02-20,male,Russell,Hernandez,russellhernandez@fakeshopify.com,061.751.5953,no,3,348.78566929674673,Northern Mariana Islands,yes,repeat,TX
2559,no,2022-04-06,male,Todd,Cervantes,toddcervantes@fakeshopify.com,(267)305-2831x75248,no,9,889.0555108985153,Cambodia,yes,repeat,NY
2560,no,2022-05-11,male,Jose,Chen,josechen@fakeshopify.com,587.925.2885x19428,no,9,1072.0328042935541,France,no,repeat,MA
2561,yes,2022-03-04,male,Jesse,Burns,jesseburns@fakeshopify.com,(661)339-7496,no,4,668.1435104562861,Zambia,yes,repeat,MA
2562,yes,2022-01-26,male,Thomas,Kennedy,thomaskennedy@fakeshopify.com,(245)939-3302,no,4,387.1142984375293,Lebanon,no,repeat,TX
2563,no,2022-02-27,male,Patrick,Patel,patrickpatel@fakeshopify.com,(466)101-3525x7882,yes,7,795.9932756796568,Suriname,yes,repeat,OR
2564,no,2022-02-10,male,Paul,Hughes,paulhughes@fakeshopify.com,959.067.0205x6322,no,9,786.6234408373231,Zimbabwe,yes,repeat,CA
2565,no,2022-04-07,female,Tasha,Briggs,tashabriggs@fakeshopify.com,001.952.5419x269,no,9,1058.6666091831937,Cyprus,no,repeat,NJ
2566,no,2022-02-07,female,Barbara,Sanchez,barbarasanchez@fakeshopify.com,464-527-5771x9181,yes,6,455.8304330995677,Cameroon,no,repeat,CA
2567,no,2022-04-10,female,Melissa,Greene,melissagreene@fakeshopify.com,295-944-6373x67300,no,5,519.0940512846305,Afghanistan,no,repeat,NJ
2568,yes,2022-04-16,male,Ronnie,Woods,ronniewoods@fakeshopify.com,(588)788-9112x27394,no,6,539.946682055989,Cambodia,yes,repeat,OR
2569,no,2022-02-27,male,Justin,Clark,justinclark@fakeshopify.com,839-490-8219x864,yes,7,560.7477796689496,Bolivia,no,repeat,OR
2570,no,2022-03-05,male,Harold,Hughes,haroldhughes@fakeshopify.com,6536362529,no,1,137.45541906745302,Cook Islands,yes,new,NJ
2571,yes,2022-03-19,female,Tamara,Wright,tamarawright@fakeshopify.com,(553)578-9972x7082,yes,6,354.7691785929035,Antigua and Barbuda,yes,repeat,TX
2572,no,2022-01-30,male,Daniel,Turner,danielturner@fakeshopify.com,+1-923-238-4839x243,yes,3,108.4902183391611,Reunion,yes,repeat,NY
2573,no,2022-04-19,male,Michael,Martin,michaelmartin@fakeshopify.com,001-567-859-3640,yes,6,674.2094328325684,Ireland,no,repeat,CA
2574,no,2022-04-17,male,Kyle,Lyons,kylelyons@fakeshopify.com,524-269-0806x24293,yes,9,964.5681270390597,Romania,yes,repeat,NY
2575,no,2022-01-26,female,Heidi,Hahn,heidihahn@fakeshopify.com,189-214-8191,yes,7,751.0892778393404,Qatar,no,repeat,TX
2576,no,2022-01-27,female,Alyssa,Nichols,alyssanichols@fakeshopify.com,612.846.3090x827,no,3,53.16921490122732,Seychelles,no,repeat,OR
2577,no,2022-05-09,male,William,James,williamjames@fakeshopify.com,(556)725-0971,yes,6,604.5474028432598,Bermuda,no,repeat,NJ
2578,no,2022-04-01,female,Morgan,Wright,morganwright@fakeshopify.com,9582195957,no,2,301.3401096639866,Japan,yes,repeat,OR
2579,no,2022-03-22,male,Shawn,Alexander,shawnalexander@fakeshopify.com,2092079498,yes,6,766.1478720262523,Madagascar,yes,repeat,MA
2580,no,2022-05-15,male,Andrew,Moses,andrewmoses@fakeshopify.com,835-595-5580,no,7,512.6988231890587,Cocos (Keeling) Islands,no,repeat,TX
2581,no,2022-02-20,male,Michael,Andrews,michaelandrews@fakeshopify.com,553.335.2499,yes,3,204.5088919432542,France,yes,repeat,MA
2582,yes,2022-05-15,female,Kelly,Guzman,kellyguzman@fakeshopify.com,068.427.0578,no,6,393.86114443847083,Gambia,yes,repeat,MA
2583,yes,2022-04-29,female,Melanie,Miller,melaniemiller@fakeshopify.com,838.670.0208,no,7,530.502614461906,Kiribati,no,repeat,NJ
2584,no,2022-05-12,female,Hannah,Gamble,hannahgamble@fakeshopify.com,(158)048-9771x537,no,3,169.5750397787725,Australia,no,repeat,OR
2585,no,2022-04-18,male,Robert,Wright,robertwright@fakeshopify.com,+1-666-327-0653,yes,6,568.251034977051,Reunion,yes,repeat,TX
2586,no,2022-01-09,male,Joseph,Green,josephgreen@fakeshopify.com,728.917.7346x583,yes,0,0,United States Virgin Islands,no,new,CA
2587,no,2022-03-19,female,Madeline,Perez,madelineperez@fakeshopify.com,(723)407-5347,yes,3,305.6890459249194,Ukraine,yes,repeat,TX
2588,no,2022-01-23,male,Anthony,Wu,anthonywu@fakeshopify.com,863-872-4708x8771,no,4,582.9637486961244,Azerbaijan,no,repeat,TX
2589,no,2022-04-20,male,Shane,Berger,shaneberger@fakeshopify.com,262.402.1127x06122,no,9,872.4391933916115,Saint Martin,no,repeat,NJ
2590,no,2022-04-19,male,David,York,davidyork@fakeshopify.com,576.246.2126x2670,yes,4,495.7352067950018,Rwanda,yes,repeat,TX
2591,no,2022-04-21,male,Steven,Martinez,stevenmartinez@fakeshopify.com,490-502-0069x71424,yes,6,771.5837438764122,Lebanon,yes,repeat,MA
2592,no,2022-03-07,female,Michelle,Green,michellegreen@fakeshopify.com,464.841.6005x936,yes,4,726.1031655796874,Iran,yes,repeat,CA
2593,no,2022-03-06,male,Mark,Castaneda,markcastaneda@fakeshopify.com,2560044135,yes,9,993.8321299935677,Grenada,yes,repeat,MA
2594,no,2022-05-08,male,Donald,Sanders,donaldsanders@fakeshopify.com,(384)717-0749,no,0,0,Burkina Faso,yes,new,NY
2595,yes,2022-02-08,female,Lisa,Copeland,lisacopeland@fakeshopify.com,001-997-181-3848,yes,0,0,Marshall Islands,yes,new,TX
2596,no,2022-05-13,female,Mary,Green,marygreen@fakeshopify.com,912.594.0615x032,no,9,892.4415746819136,Liechtenstein,no,repeat,MA
2597,no,2022-02-13,male,Edward,Russell,edwardrussell@fakeshopify.com,457-069-8707x87435,yes,7,746.5991166522837,Burundi,yes,repeat,TX
2598,no,2022-04-16,female,Jane,Andrews,janeandrews@fakeshopify.com,870.385.8633,yes,1,147.79511608450116,Peru,no,new,MA
2599,yes,2022-05-05,male,Frederick,Taylor,fredericktaylor@fakeshopify.com,5428624606,no,4,613.3846935498475,United States Minor Outlying Islands,no,repeat,CA
2600,no,2022-01-09,female,Martha,Decker,marthadecker@fakeshopify.com,697-242-4359x980,no,8,881.7067128562203,Liberia,no,repeat,MA
2601,no,2022-02-12,female,Anne,Chen,annechen@fakeshopify.com,+1-658-317-4935x19917,no,6,335.41631360901357,Canada,yes,repeat,TX
2602,no,2022-03-01,female,Dana,Montes,danamontes@fakeshopify.com,1072876100,no,2,289.53288561438444,Heard Island and McDonald Islands,yes,repeat,NJ
2603,no,2022-05-03,female,Sarah,Wilkinson,sarahwilkinson@fakeshopify.com,+1-948-186-6060x92029,no,1,79.62871023104823,Rwanda,yes,new,NY
2604,no,2022-04-25,male,Benjamin,Schmidt,benjaminschmidt@fakeshopify.com,+1-281-895-7872,yes,6,725.7925034106054,Senegal,yes,repeat,MA
2605,no,2022-02-14,female,Judith,Sanchez,judithsanchez@fakeshopify.com,+1-592-358-7277x0012,no,7,692.123144521822,Bulgaria,no,repeat,NJ
2606,no,2022-01-16,male,Edward,Taylor,edwardtaylor@fakeshopify.com,001-249-216-5844x811,yes,5,798.734735509052,Saint Pierre and Miquelon,no,repeat,NJ
2607,no,2022-04-22,female,Valerie,Edwards,valerieedwards@fakeshopify.com,+1-160-736-2984x5561,no,0,0,Bahamas,no,new,CA
2608,no,2022-04-15,female,Elizabeth,Brooks,elizabethbrooks@fakeshopify.com,905-482-0917,yes,1,323.077815127001,Falkland Islands (Malvinas),no,new,OR
2609,yes,2022-02-14,male,Calvin,Huynh,calvinhuynh@fakeshopify.com,7364766139,yes,1,248.1964684438036,Montserrat,no,new,MA
2610,no,2022-04-27,female,Erica,Lindsey,ericalindsey@fakeshopify.com,001-944-965-6707x6370,yes,9,954.7094239796842,New Caledonia,no,repeat,TX
2611,no,2022-02-06,male,Cody,Good,codygood@fakeshopify.com,(402)103-4650,yes,4,557.2621377230855,Azerbaijan,yes,repeat,NY
2612,no,2022-02-07,male,Timothy,Davis,timothydavis@fakeshopify.com,001-941-934-4302x5071,yes,4,477.7365506668202,Liechtenstein,no,repeat,OR
2613,no,2022-03-05,female,Monica,Gray,monicagray@fakeshopify.com,(066)322-6623x520,yes,9,1044.5518090349867,Guyana,no,repeat,TX
2614,no,2022-01-24,male,Ryan,Mejia,ryanmejia@fakeshopify.com,574.398.1179,no,4,360.6673158715057,Afghanistan,no,repeat,MA
2615,no,2022-04-22,female,Amanda,Jones,amandajones@fakeshopify.com,001-471-526-1355x2357,yes,6,476.7333852986952,Anguilla,no,repeat,OR
2616,no,2022-04-13,male,Russell,Guerra,russellguerra@fakeshopify.com,7695337481,no,1,301.38485018582935,Bahamas,yes,new,NJ
2617,no,2022-04-13,female,Janice,Flores,janiceflores@fakeshopify.com,+1-687-437-2176x7549,yes,2,255.24702166711046,Turkmenistan,yes,repeat,OR
2618,no,2022-01-28,male,James,Brown,jamesbrown@fakeshopify.com,574-037-2949x34893,no,4,358.13903478825785,Northern Mariana Islands,no,repeat,CA
2619,yes,2022-03-20,male,Edward,Diaz,edwarddiaz@fakeshopify.com,209-229-4385x003,no,8,788.4722171744007,Guam,yes,repeat,NJ
2620,no,2022-05-17,male,Miguel,Smith,miguelsmith@fakeshopify.com,8838738503,yes,2,300.2671237232539,Austria,no,repeat,TX
2621,no,2022-04-04,male,Anthony,Wilson,anthonywilson@fakeshopify.com,(877)995-7710,yes,8,999.2189078049478,Saint Lucia,yes,repeat,TX
2622,no,2022-02-13,female,Hannah,Butler,hannahbutler@fakeshopify.com,963-294-0578,yes,3,312.39097479801507,Barbados,yes,repeat,MA
2623,no,2022-02-10,female,Dawn,Adams,dawnadams@fakeshopify.com,877-089-6768x72539,no,1,60.34629117879048,Romania,no,new,CA
2624,no,2022-05-19,male,Elijah,Nelson,elijahnelson@fakeshopify.com,+1-539-677-5342,no,3,315.6009615076591,India,no,repeat,OR
2625,no,2022-02-04,male,Shawn,Welch,shawnwelch@fakeshopify.com,5403872935,yes,6,666.3458245494721,Gibraltar,yes,repeat,NJ
2626,no,2022-05-11,male,Mathew,Sutton,mathewsutton@fakeshopify.com,0601323590,yes,5,504.98857925134087,Wallis and Futuna,yes,repeat,MA
2627,yes,2022-05-17,female,Maria,Flores,mariaflores@fakeshopify.com,(788)682-9065,no,2,135.04424787329708,Brazil,yes,repeat,OR
2628,no,2022-02-13,female,Mary,Calderon,marycalderon@fakeshopify.com,234-322-0897x300,no,5,734.1638158182369,New Caledonia,no,repeat,MA
2629,yes,2022-02-15,female,Jessica,Weber,jessicaweber@fakeshopify.com,(841)526-3716x07854,no,3,290.12488357095185,Svalbard & Jan Mayen Islands,yes,repeat,MA
2630,yes,2022-03-23,female,Tina,Becker,tinabecker@fakeshopify.com,(993)570-1916,no,4,334.28480748933936,Reunion,yes,repeat,MA
2631,no,2022-04-18,female,Leah,Horn,leahhorn@fakeshopify.com,(644)747-3389,no,2,215.27976798149965,Dominica,yes,repeat,NJ
2632,yes,2022-03-27,female,Amy,Harris,amyharris@fakeshopify.com,148.434.3448,no,8,1090.7186313182233,Saint Martin,no,repeat,OR
2633,no,2022-03-26,male,Jake,Fox,jakefox@fakeshopify.com,4369850743,yes,0,0,Equatorial Guinea,no,new,OR
2634,no,2022-04-03,female,Erin,Franklin,erinfranklin@fakeshopify.com,630-717-6824x2552,yes,6,622.9184988066911,Nigeria,no,repeat,TX
2635,no,2022-05-06,female,April,Williams,aprilwilliams@fakeshopify.com,5588380388,yes,4,369.4234943899486,American Samoa,no,repeat,NJ
2636,no,2022-05-11,male,Devon,Herrera,devonherrera@fakeshopify.com,028-571-8516x28424,yes,7,353.5658612189883,Jersey,yes,repeat,NJ
2637,no,2022-05-07,female,Katherine,Dominguez,katherinedominguez@fakeshopify.com,(768)405-1839,yes,5,414.7907336837591,Bouvet Island (Bouvetoya),no,repeat,NY
2638,no,2022-03-18,male,Martin,Collins,martincollins@fakeshopify.com,001-635-359-3500x50163,no,2,272.73003214533344,Australia,yes,repeat,TX
2639,no,2022-05-07,female,Karen,Hogan,karenhogan@fakeshopify.com,270.655.2415,yes,8,1079.8011193509833,Kenya,no,repeat,NY
2640,no,2022-05-07,female,Brianna,Mahoney,briannamahoney@fakeshopify.com,1391359521,no,5,415.61423250654457,Cyprus,yes,repeat,NJ
2641,yes,2022-04-13,female,Ashlee,Scott,ashleescott@fakeshopify.com,8224202174,no,7,397.78956464718874,Mauritius,yes,repeat,OR
2642,yes,2022-05-11,male,Casey,Sullivan,caseysullivan@fakeshopify.com,767.614.9165x169,yes,9,1069.9326678378611,Somalia,yes,repeat,TX
2643,yes,2022-02-04,male,Antonio,Andrews,antonioandrews@fakeshopify.com,+1-450-153-6889x36977,yes,9,999.5838191336804,Saint Lucia,yes,repeat,CA
2644,no,2022-04-13,female,Kristin,Atkinson,kristinatkinson@fakeshopify.com,737-395-2766x8041,no,6,566.1611014452874,Martinique,no,repeat,NY
2645,no,2022-05-17,female,Rebecca,Garcia,rebeccagarcia@fakeshopify.com,5280434573,no,0,0,Papua New Guinea,yes,new,NY
2646,yes,2022-05-08,female,Monica,Murphy,monicamurphy@fakeshopify.com,831.230.6284x896,no,8,974.4487501524602,United States Virgin Islands,no,repeat,CA
2647,no,2022-04-11,male,Shane,Williamson,shanewilliamson@fakeshopify.com,291-572-2749x364,no,5,792.8060731604917,Djibouti,yes,repeat,NJ
2648,no,2022-03-29,female,Kathleen,Jackson,kathleenjackson@fakeshopify.com,(140)699-1782,yes,6,647.8234270670725,Belarus,no,repeat,CA
2649,no,2022-01-19,male,Andrew,Baker,andrewbaker@fakeshopify.com,(482)579-9499x435,no,6,406.0228245611281,Australia,yes,repeat,OR
2650,no,2022-04-18,female,Lisa,Burns,lisaburns@fakeshopify.com,2560716757,yes,3,68.38358339784726,Macedonia,no,repeat,NY
2651,no,2022-05-03,female,Jennifer,Anderson,jenniferanderson@fakeshopify.com,117.212.2557x0241,yes,8,1034.042970549901,Mali,yes,repeat,CA
2652,yes,2022-03-18,male,Daniel,Jensen,danieljensen@fakeshopify.com,(694)791-3472x2008,no,8,779.3926338219711,Italy,no,repeat,TX
2653,yes,2022-03-14,female,Leslie,Rodriguez,leslierodriguez@fakeshopify.com,(002)152-0434x038,yes,3,153.97151227213556,Belize,yes,repeat,CA
2654,no,2022-02-16,male,Alexander,Watson,alexanderwatson@fakeshopify.com,(343)373-0159x74803,yes,4,779.904436364478,Pitcairn Islands,yes,repeat,TX
2655,no,2022-02-25,male,Roy,Thompson,roythompson@fakeshopify.com,001-470-691-8279,yes,1,246.85828337666322,Malawi,yes,new,NJ
2656,no,2022-01-02,female,Emily,Johnston,emilyjohnston@fakeshopify.com,+1-718-602-5562x6585,yes,3,336.5098223471253,Dominica,yes,repeat,MA
2657,no,2022-02-24,female,Theresa,Davis,theresadavis@fakeshopify.com,725-485-5874x4388,no,1,183.05688054195485,Bahrain,no,new,TX
2658,yes,2022-05-18,male,Daniel,Fuller,danielfuller@fakeshopify.com,001-083-414-7009x781,no,5,332.41398854308824,Croatia,yes,repeat,OR
2659,no,2022-02-27,female,Anita,Grant,anitagrant@fakeshopify.com,(697)083-2235x7115,yes,4,335.75404268958926,Uruguay,yes,repeat,MA
2660,no,2022-02-16,female,Jacqueline,Mcmillan,jacquelinemcmillan@fakeshopify.com,+1-614-997-6878,yes,3,65.01078015412698,Dominica,yes,repeat,OR
2661,no,2022-03-11,male,Daniel,Casey,danielcasey@fakeshopify.com,+1-183-687-5465x11250,no,8,832.5008224817295,Mauritius,yes,repeat,CA
2662,no,2022-02-08,female,Samantha,Mitchell,samanthamitchell@fakeshopify.com,(630)208-7469,no,9,988.6377584225052,Saint Martin,no,repeat,MA
2663,yes,2022-02-11,female,Donna,Velasquez,donnavelasquez@fakeshopify.com,175-801-0654x5877,no,1,114.45767457143059,Cocos (Keeling) Islands,no,new,OR
2664,no,2022-03-06,female,Holly,Murphy,hollymurphy@fakeshopify.com,(114)428-2518,no,3,254.1407397395556,Azerbaijan,yes,repeat,NJ
2665,yes,2022-03-13,male,Christopher,Banks,christopherbanks@fakeshopify.com,(137)808-2207x8085,no,0,0,Honduras,no,new,CA
2666,no,2022-04-20,male,William,Lane,williamlane@fakeshopify.com,(082)665-1449x263,yes,4,603.0874450626998,Saudi Arabia,yes,repeat,NJ
2667,yes,2022-04-16,female,Margaret,Love,margaretlove@fakeshopify.com,+1-561-534-0045,no,2,136.92917171225952,Cote d'Ivoire,yes,repeat,NJ
2668,no,2022-04-10,male,Jeremiah,Donaldson,jeremiahdonaldson@fakeshopify.com,(457)346-3395x60178,no,0,0,Solomon Islands,no,new,MA
2669,no,2022-01-25,male,Eric,Peterson,ericpeterson@fakeshopify.com,+1-061-836-0111x196,yes,2,81.39376189012248,Germany,yes,repeat,MA
2670,yes,2022-01-30,female,Julia,Park,juliapark@fakeshopify.com,(674)913-7510x6854,yes,0,0,Syrian Arab Republic,yes,new,NJ
2671,no,2022-05-16,male,Jonathan,Greer,jonathangreer@fakeshopify.com,1136758206,no,3,140.46852553487298,Bermuda,yes,repeat,TX
2672,yes,2022-04-30,female,Lisa,Adams,lisaadams@fakeshopify.com,014.290.4361x23059,yes,9,843.0003775486672,Italy,yes,repeat,OR
2673,no,2022-03-22,male,Jordan,Steele,jordansteele@fakeshopify.com,9002808065,no,9,815.5495611889075,Northern Mariana Islands,yes,repeat,TX
2674,yes,2022-05-04,female,Alicia,Jones,aliciajones@fakeshopify.com,(125)469-6378x7386,yes,2,179.7088534444487,French Polynesia,no,repeat,NJ
2675,no,2022-04-26,female,Susan,Hernandez,susanhernandez@fakeshopify.com,(588)813-7705x598,no,9,814.8671661496577,Germany,yes,repeat,NJ
2676,yes,2022-04-13,male,Robert,Jones,robertjones@fakeshopify.com,3956222825,yes,0,0,Senegal,yes,new,CA
2677,no,2022-02-14,female,Rachel,Turner,rachelturner@fakeshopify.com,982-082-6129x01328,no,0,0,Mayotte,no,new,CA
2678,yes,2022-01-24,female,Tammy,Barrett,tammybarrett@fakeshopify.com,+1-869-275-5271x43604,yes,3,232.08966368023982,Ghana,yes,repeat,MA
2679,no,2022-02-16,male,Juan,Suarez,juansuarez@fakeshopify.com,185-378-8219,yes,7,766.4222089660269,Bangladesh,no,repeat,OR
2680,no,2022-05-18,male,Anthony,Williamson,anthonywilliamson@fakeshopify.com,286-646-0938x386,yes,8,833.1652785608532,Colombia,no,repeat,OR
2681,yes,2022-04-06,female,Mary,Thomas,marythomas@fakeshopify.com,001-950-077-3531,no,2,253.9509966089644,Guadeloupe,yes,repeat,NJ
2682,yes,2022-01-28,female,April,Lewis,aprillewis@fakeshopify.com,001-029-252-3222,yes,6,615.2413976810399,Northern Mariana Islands,yes,repeat,NJ
2683,no,2022-01-08,male,Jeremy,Kirby,jeremykirby@fakeshopify.com,001-246-045-6787,no,3,324.2760536012962,Liechtenstein,no,repeat,NJ
2684,yes,2022-01-24,male,Lawrence,Miller,lawrencemiller@fakeshopify.com,001-873-679-7262x71423,yes,0,0,San Marino,yes,new,OR
2685,no,2022-02-02,male,Marc,Keller,marckeller@fakeshopify.com,001-378-626-9479x67667,no,2,141.77646335197716,Canada,yes,repeat,NY
2686,no,2022-03-28,male,Cory,Pugh,corypugh@fakeshopify.com,016.175.1655,no,8,845.6521249737995,Ireland,yes,repeat,CA
2687,no,2022-03-15,female,Tracey,Williams,traceywilliams@fakeshopify.com,721.444.8557x956,yes,3,304.7043723615724,Montenegro,no,repeat,NJ
2688,no,2022-05-01,male,Jared,Cross,jaredcross@fakeshopify.com,(711)944-9685x48747,yes,5,564.9851734836438,China,yes,repeat,OR
2689,no,2022-01-20,male,Jesus,Donovan,jesusdonovan@fakeshopify.com,(666)907-7143,no,7,797.2571548538534,Montenegro,yes,repeat,CA
2690,no,2022-01-20,male,Brett,Norman,brettnorman@fakeshopify.com,7888862057,yes,8,1052.297431323026,Central African Republic,yes,repeat,OR
2691,no,2022-04-16,female,Kristen,Snyder,kristensnyder@fakeshopify.com,+1-414-077-9015x493,yes,9,1020.9742126075355,Venezuela,no,repeat,MA
2692,no,2022-04-16,male,Jerry,Rogers,jerryrogers@fakeshopify.com,+1-327-514-2702x0905,yes,4,401.58726403730634,Saint Helena,no,repeat,TX
2693,no,2022-03-20,male,Marco,Harris,marcoharris@fakeshopify.com,001-071-942-3216x8261,yes,9,889.6822434945229,Russian Federation,yes,repeat,OR
2694,no,2022-05-18,female,Amanda,Solis,amandasolis@fakeshopify.com,(421)880-5798,yes,9,824.6422545680465,Slovenia,yes,repeat,CA
2695,no,2022-02-09,male,Shawn,Velasquez,shawnvelasquez@fakeshopify.com,+1-158-887-1904,yes,8,840.1782707093693,British Indian Ocean Territory (Chagos Archipelago),yes,repeat,OR
2696,yes,2022-04-28,female,Latoya,Payne,latoyapayne@fakeshopify.com,6671638696,no,8,1043.2502622799152,Sweden,no,repeat,NJ
2697,no,2022-05-02,female,Jennifer,Knapp,jenniferknapp@fakeshopify.com,001-229-684-4831x30611,yes,3,123.9136158595569,Panama,yes,repeat,OR
